城市,区,方位,小区名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,暖气,采暖
北京,丰台,刘家窑,石榴园北里小区,49,整租,南,4000,季付价,1,1,1,随时入住,1年以内,一般下班后可看,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,苏州桥,紫金庄园,35,整租,南,5000,季付价,1,1,1,随时入住,2年以内,需提前预约,低楼层,22,有,NULL,民水,民电,有,集中供暖
北京,朝阳,十里堡,十里堡北里,57,整租,南,4900,NULL,2,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,首都机场,首都机场南路西里,48,整租,南,4790,季付价,2,1,1,随时入住,1年,随时可看,低楼层,4,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,定慧寺,定慧西里,27,整租,南,5490,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,通州,北关,西潞苑小区,36,整租,南,2600,季付价,1,0,1,随时入住,1年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,太平桥,太平桥西里,41,整租,南,3500,季付价,1,1,1,随时入住,3年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,西二旗,铭科苑,53,整租,南,5500,NULL,1,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,门头沟,石门营,紫金新园三区,41,整租,南,2300,NULL,1,1,1,随时入住,NULL,一般下班后可看,高楼层,29,无,NULL,NULL,NULL,NULL,NULL
北京,朝阳,定福庄,福怡苑,50,整租,南,3500,季付价,2,0,1,随时入住,3年以上,需提前预约,中楼层,7,无,NULL,民水,民电,有,自采暖
北京,东城,东花市,东花市北里中区,48,整租,东,6290,季付价,1,1,1,随时入住,1年,随时可看,中楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,昌平,鼓楼大街,北环里小区,42,整租,东,2600,季付价,1,1,1,随时入住,3年以内,需提前预约,中楼层,5,无,NULL,民水,民电,有,集中供暖
北京,朝阳,双桥,康泉小区,77,整租,西,6230,季付价,2,1,1,随时入住,1年,随时可看,低楼层,28,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,甘露园,康家园,44,整租,南,4600,季付价,1,1,1,2019815,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,华威桥,南新园,34,整租,西,4300,NULL,1,1,1,2019730,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,昌平,东关,京科苑,44,整租,南,2500,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,顺义,顺义城,铁路家属楼,48,整租,南,2300,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,5,无,NULL,NULL,NULL,无,集中供暖
北京,海淀,西三旗,北新家园,47,整租,南,4430,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,5,无,NULL,民水,民电,有,集中供暖
北京,朝阳,垡头,燕保祈东家园二期,79,整租,南,5560,季付价,2,1,1,随时入住,1年,随时可看,中楼层,28,NULL,NULL,NULL,NULL,NULL,NULL
北京,昌平,西关环岛,郝庄家园南区,53,整租,南,2300,季付价,1,1,1,随时入住,3年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,管庄,京通苑,53,整租,南,4860,季付价,1,1,1,随时入住,1年,随时可看,中楼层,24,NULL,NULL,NULL,NULL,NULL,NULL
北京,昌平,天通苑,天通苑北二区,143,整租,南,3200,季付价,2,1,1,随时入住,3年以上,需提前预约,低楼层,17,有,NULL,民水,民电,有,集中供暖
北京,朝阳,望京,点击未来,37,整租,东,6888,月付价,1,1,1,随时入住,3~12个月,随时可看,低楼层,14,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,华威桥,南新园,39,整租,东,4400,季付价,1,1,1,随时入住,2年以内,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,东城,广渠门,广渠家园,51,整租,东,5900,季付价,2,1,1,随时入住,3年以内,需提前预约,中楼层,29,有,NULL,民水,民电,有,集中供暖
北京,昌平,沙河,北街家园八区,66,整租,东,2300,月付价,2,0,2,随时入住,1年以内,需提前预约,低楼层,18,有,NULL,民水,民电,无,集中供暖
北京,房山,长阳,加州水郡三期,59,整租,南,2600,NULL,1,1,1,随时入住,NULL,需提前预约,低楼层,15,有,NULL,民水,民电,有,自采暖
北京,石景山,八角,八角路小区,37,整租,南,3200,NULL,2,0,1,随时入住,NULL,需提前预约,高楼层,5,无,NULL,民水,民电,有,集中供暖
北京,朝阳,望京,花家地西里三区,41,整租,南,6783,月付价,1,1,1,随时入住,3~12个月,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,昌平,昌平其它,滤纸厂宿舍楼,59,整租,南,1600,季付价,2,1,1,随时入住,3年以内,需提前预约,低楼层,2,无,NULL,NULL,NULL,NULL,NULL
北京,海淀,西三旗,SOCO公社,53,整租,南,6160,季付价,1,1,1,随时入住,1年,随时可看,低楼层,18,NULL,NULL,NULL,NULL,NULL,NULL
北京,东城,东直门,后永康胡同2号院4号院,40,整租,东,5000,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,NULL,民水,民电,无,集中供暖
北京,朝阳,国展,左家庄西街,40,整租,西,6160,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,丰台,刘家窑,南三环中路,55,整租,南,4400,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,18,有,NULL,民水,民电,有,集中供暖
北京,朝阳,甘露园,天天朝阳,38,整租,西,5390,季付价,1,1,1,随时入住,1年,随时可看,低楼层,16,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,大望路,后现代城A区,46,整租,北,5700,季付价,1,0,1,随时入住,2年以内,需提前预约,中楼层,18,有,NULL,民水,民电,有,集中供暖
北京,西城,牛街,白广路6号院,40,整租,西,6160,季付价,1,1,1,随时入住,1年,随时可看,中楼层,4,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,芍药居,芍药居5号院,50,整租,南,5500,月付价,2,1,1,随时入住,2年以内,一般下班后可看,中楼层,7,无,NULL,民水,民电,有,集中供暖
北京,丰台,新宫,南庭新苑南区,51,整租,东,4930,季付价,1,1,1,随时入住,1年,随时可看,低楼层,15,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,甘露园,天天朝阳,38,整租,西,5390,季付价,1,1,1,随时入住,1年,随时可看,低楼层,16,NULL,NULL,NULL,NULL,NULL,NULL
北京,大兴,大兴其它,福苑小区,81,整租,南,2000,NULL,2,1,1,随时入住,NULL,一般下班后可看,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,芍药居,芍药居5号院,50,整租,南,5500,月付价,2,1,1,随时入住,2年以内,一般下班后可看,低楼层,7,无,NULL,民水,民电,有,集中供暖
北京,石景山,杨庄,地铁楼,57,整租,东,4200,NULL,2,1,1,随时入住,NULL,一般下班后可看,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,甜水园,六里屯北里,54,整租,西,7630,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,首都机场,南平里,58,整租,南,4660,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,大兴,黄村中,黄村西里,46,整租,南,3000,NULL,2,1,1,随时入住,NULL,需提前预约,中楼层,5,无,NULL,民水,民电,有,集中供暖
北京,东城,东四,华人一品阁,16,整租,南,3200,季付价,NULL,NULL,NULL,随时入住,3年以上,需提前预约,高楼层,3,有,NULL,商水,商电,无,集中供暖
北京,通州,通州北苑,西果园小区,51,整租,南,3300,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,望京,点击未来,45,整租,西,7067,月付价,1,1,1,随时入住,3~12个月,随时可看,中楼层,14,NULL,NULL,NULL,NULL,NULL,NULL
北京,丰台,卢沟桥,晓月苑五里,57,整租,南,4925,月付价,2,1,1,随时入住,3~12个月,随时可看,低楼层,22,NULL,NULL,NULL,NULL,NULL,NULL
北京,东城,东四,九道湾北巷,15,整租,南,2700,季付价,1,0,0,随时入住,2年以内,需提前预约,低楼层,1,无,NULL,NULL,NULL,NULL,NULL
北京,西城,广安门,远见名苑,70,整租,西,4800,NULL,1,0,1,随时入住,NULL,需提前预约,低楼层,24,有,NULL,民水,民电,有,自采暖
北京,朝阳,劲松,农光东里,50,整租,南,5100,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,18,有,NULL,民水,民电,有,集中供暖
北京,丰台,卢沟桥,晓月苑五里,60,整租,北,4683,月付价,1,1,1,随时入住,3~12个月,随时可看,低楼层,22,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,双桥,康泉小区,76,整租,西,5690,季付价,2,1,1,随时入住,1年,随时可看,中楼层,28,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,百子湾,大成国际,48,整租,东,5400,季付价,1,0,1,随时入住,1年以内,需提前预约,低楼层,21,有,NULL,民水,民电,无,集中供暖
北京,海淀,白石桥,大慧寺20号院,25,整租,南,4900,NULL,1,0,1,随时入住,NULL,需提前预约,高楼层,5,无,NULL,民水,民电,有,集中供暖
北京,海淀,安宁庄,安宁里南区,65,整租,南,5000,季付价,2,1,1,随时入住,3年以内,需提前预约,高楼层,7,无,NULL,民水,民电,有,集中供暖
北京,朝阳,定福庄,福怡苑,74,整租,南,6630,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,西山,门头馨园,62,整租,东,5930,季付价,1,1,1,随时入住,1年,随时可看,低楼层,7,NULL,NULL,NULL,NULL,NULL,NULL
北京,顺义,顺义城,滨河小区,60,整租,南,1900,NULL,1,1,1,2019816,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,通州,临河里,DBC加州小镇,43,整租,南,3200,季付价,1,0,1,随时入住,1年以内,需提前预约,高楼层,11,有,NULL,民水,民电,无,自采暖
北京,昌平,立水桥,奥北南区,24,整租,南,3800,NULL,NULL,NULL,NULL,随时入住,NULL,需提前预约,低楼层,27,无,NULL,民水,民电,有,集中供暖
北京,朝阳,劲松,武圣西里,44,整租,东,6390,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,西三旗,建材城东一里,60,整租,北,6260,季付价,2,1,1,随时入住,1年,随时可看,低楼层,7,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,潘家园,弘善家园,72,整租,东,6000,季付价,2,1,1,随时入住,2年以内,需提前预约,中楼层,27,有,NULL,民水,民电,有,自采暖
北京,朝阳,常营,金隅丽景园,50,整租,西,4600,季付价,1,1,1,2019731,3年以内,需提前预约,低楼层,28,有,NULL,民水,民电,有,集中供暖
北京,海淀,二里庄,石油大院,40,整租,西,5000,季付价,2,1,1,随时入住,2年以内,需提前预约,低楼层,6,NULL,NULL,NULL,NULL,NULL,集中供暖
北京,朝阳,劲松,劲松五区,62,整租,南,5900,季付价,2,1,1,2019814,3年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,白石桥,大柳树13号院,44,整租,南,7030,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,健翔桥,华严北里小区,56,整租,南,5800,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,18,有,NULL,民水,民电,有,集中供暖
北京,丰台,丰台其它,永兴里,53,整租,南,2200,季付价,2,1,1,随时入住,2年以内,需提前预约,低楼层,6,无,NULL,NULL,NULL,NULL,NULL
北京,丰台,洋桥,洋桥72号院,60,整租,南,4200,季付价,2,1,1,随时入住,3年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,东城,左安门,左安浦园,49,整租,北,5530,季付价,1,1,1,随时入住,1年,随时可看,低楼层,16,NULL,NULL,NULL,NULL,NULL,NULL
北京,顺义,顺义城,石园东区,60,整租,南,3530,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,顺义,顺义城,义宾北区,44,整租,南,2600,季付价,1,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,刘家窑,横七条,43,整租,西,4260,季付价,1,1,1,随时入住,2年以内,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,房山,长阳,加州水郡三期,56,整租,东,2500,NULL,1,1,1,随时入住,NULL,一般下班后可看,高楼层,15,有,NULL,民水,民电,有,自采暖
北京,朝阳,团结湖,团结湖中路南三条,62,整租,南,7390,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,劲松,广渠门外大街,47,整租,南,5860,季付价,2,1,1,随时入住,1年,随时可看,低楼层,18,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,潘家园,潘家园东里,62,整租,北,5000,季付价,1,1,1,2019820,3年以内,需提前预约,高楼层,18,有,NULL,民水,民电,有,集中供暖
北京,海淀,田村,田村路29号院,50,整租,南,4500,季付价,2,1,1,随时入住,3年以内,需提前预约,中楼层,6,无,NULL,NULL,NULL,NULL,NULL
北京,朝阳,团结湖,团结湖北五条,40,整租,南,5400,NULL,1,1,1,2019730,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,马家堡,嘉园一里,45,整租,西,5490,季付价,1,1,1,随时入住,1年,随时可看,低楼层,22,NULL,NULL,NULL,NULL,NULL,NULL
北京,通州,通州北苑,竹木厂小区,44,整租,南,3948,月付价,1,1,1,随时入住,3~12个月,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,石景山,古城,古城路小区,43,整租,南,3200,NULL,1,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,昌平,天通苑,天通苑北三区,129,整租,南,3800,NULL,3,0,1,随时入住,NULL,需提前预约,低楼层,7,无,NULL,民水,民电,有,集中供暖
北京,海淀,田村,田村路19号院,58,整租,南,5000,季付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,亚运村,慧忠里,44,整租,东,6678,月付价,1,1,1,随时入住,3~12个月,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,西三旗,常秀家园,51,整租,南,6190,季付价,2,1,1,随时入住,1年,随时可看,中楼层,5,NULL,NULL,NULL,NULL,NULL,NULL
北京,门头沟,石门营,石门营新区六区,46,整租,南,2100,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,NULL,NULL,NULL,NULL
北京,大兴,瀛海,上林苑,72,整租,南,3000,NULL,2,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,惠新西街,惠新北里1号院,41,整租,南,5800,NULL,1,1,1,随时入住,2年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,惠新西街,惠新里小区,37,整租,南,6530,季付价,1,1,1,随时入住,1年,随时可看,低楼层,4,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,甘家口,甘家口小区,40,整租,南,6290,季付价,1,1,1,随时入住,1年,随时可看,低楼层,9,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,潘家园,百环花园,61,整租,北,5600,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,28,有,NULL,民水,民电,有,自采暖
北京,丰台,马家堡,马家堡西里,43,整租,东,4000,NULL,1,1,1,2019810,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,通州,果园,葛布店北里,63,整租,东,3500,季付价,2,1,1,随时入住,2年以内,需提前预约,中楼层,5,无,NULL,民水,民电,有,集中供暖
北京,西城,马连道,马连道中街,54,整租,南,5500,季付价,2,1,1,随时入住,2年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,大兴,高米店南,骏城,89,整租,南,3500,季付价,2,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,通州,潞苑,华龙小区,82,整租,南,3875,月付价,2,1,1,随时入住,3~12个月,随时可看,中楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,酒仙桥,大山子南里,45,整租,南,6000,季付价,2,1,1,随时入住,2年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,望京,望京西园一区,59,整租,北,7260,季付价,1,1,1,随时入住,1年,随时可看,中楼层,28,NULL,NULL,NULL,NULL,NULL,NULL
北京,昌平,北七家,温泉花园A区,65,整租,南,2700,NULL,1,1,1,随时入住,NULL,需提前预约,高楼层,5,无,NULL,民水,民电,有,集中供暖
北京,丰台,玉泉营,葛村西里,42,整租,东,3200,季付价,1,1,1,随时入住,NULL,需提前预约,中楼层,3,无,NULL,NULL,NULL,NULL,NULL
北京,朝阳,东坝,上东上层,66,整租,北,4500,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,12,有,NULL,民水,民电,有,自采暖
北京,朝阳,三元桥,新源里西,36,整租,西,4600,NULL,1,1,1,随时入住,NULL,需提前预约,高楼层,5,无,NULL,民水,民电,有,集中供暖
北京,朝阳,奥林匹克公园,林萃路10号院,51,整租,南,5500,半年付价,1,1,1,随时入住,3年以上,需提前预约,低楼层,7,无,NULL,民水,民电,有,集中供暖
北京,朝阳,甜水园,六里屯东里,56,整租,北,7490,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,常营,北京新天地一期,61,整租,北,5000,季付价,1,1,1,随时入住,NULL,需提前预约,低楼层,28,有,NULL,民水,民电,有,集中供暖
北京,朝阳,十里河,吕营嘉园C区,89,整租,南,6390,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,东坝,康静里,45,整租,南,3500,NULL,1,1,1,随时入住,NULL,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,牡丹园,龙翔路小区,42,整租,东,7030,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,首都机场,燕翔西里,30,整租,南,2200,NULL,1,1,1,随时入住,NULL,一般下班后可看,低楼层,3,无,NULL,民水,民电,有,集中供暖
北京,海淀,五道口,成府路20号院,50,整租,南,5500,NULL,1,1,1,2019822,NULL,需提前预约,中楼层,5,无,NULL,民水,民电,有,集中供暖
北京,朝阳,常营,北京新天地三期,64,整租,东,4600,季付价,1,1,1,2019731,3年以内,需提前预约,低楼层,28,有,NULL,民水,民电,有,集中供暖
北京,石景山,苹果园,苹果园小区二区,60,整租,东,4200,NULL,2,1,1,随时入住,NULL,需提前预约,低楼层,16,有,NULL,民水,民电,有,集中供暖
北京,朝阳,安贞,安华西里社区,42,整租,南,6000,季付价,2,0,1,随时入住,3年以上,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,西坝河,西坝河北里,51,整租,南,7290,季付价,2,1,1,随时入住,1年,随时可看,低楼层,20,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,望京,花家地小区,55,整租,南,6200,季付价,2,1,1,随时入住,3年以上,一般下班后可看,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,望京,南湖东园二区,54,整租,西,6890,季付价,1,1,1,随时入住,1年,随时可看,低楼层,14,NULL,NULL,NULL,NULL,NULL,NULL
北京,通州,通州其它,东亚印象台湖,54,整租,南,2900,季付价,2,1,1,随时入住,2年以内,需提前预约,低楼层,12,无,NULL,NULL,NULL,有,集中供暖
北京,朝阳,望京,南湖东园二区,41,整租,东,7090,季付价,1,1,1,随时入住,1年,随时可看,低楼层,14,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,望京,花家地北里,45,整租,南,5500,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,18,有,NULL,民水,民电,有,集中供暖
北京,朝阳,望京,南湖东园二区,54,整租,西,7430,季付价,1,1,1,随时入住,1年,随时可看,中楼层,14,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,甜水园,甜水园东里,61,整租,南,6200,季付价,2,1,1,随时入住,2年以内,需提前预约,中楼层,12,有,NULL,民水,民电,有,集中供暖
北京,朝阳,甜水园,道家园,60,整租,南,7460,季付价,2,1,1,随时入住,1年,随时可看,低楼层,7,NULL,NULL,NULL,NULL,NULL,NULL
北京,门头沟,门头沟其它,门矿西山楼,69,整租,南,1800,NULL,2,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,无,集中供暖
北京,朝阳,酒仙桥,晶都国际,49,整租,西,7130,月付价,1,1,1,随时入住,3~12个月,随时可看,中楼层,21,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,红庙,慈云寺,66,整租,北,7490,季付价,2,1,1,随时入住,1年,随时可看,低楼层,22,NULL,NULL,NULL,NULL,NULL,NULL
北京,大兴,瀛海,瀛海家园瑞园E区,47,整租,南,2600,NULL,1,0,1,随时入住,NULL,需提前预约,高楼层,15,有,NULL,NULL,NULL,有,集中供暖
北京,朝阳,红庙,慈云寺,61,整租,南,7330,季付价,2,1,1,随时入住,1年,随时可看,低楼层,14,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,定福庄,福怡苑,63,整租,南,3800,NULL,2,1,1,随时入住,NULL,需提前预约,低楼层,7,无,NULL,民水,民电,有,自采暖
北京,海淀,西二旗,铭科苑,66,整租,北,7490,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,劲松,农光东里,40,整租,南,4300,季付价,1,1,1,随时入住,2年以内,需提前预约,中楼层,18,有,NULL,民水,民电,有,集中供暖
北京,朝阳,潘家园,弘善家园,79,整租,北,7390,季付价,2,1,1,随时入住,1年,随时可看,低楼层,28,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,南沙滩,北沙滩4号院,45,整租,东,5300,季付价,2,1,1,随时入住,3年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,红庙,慈云寺,26,整租,南,5100,季付价,1,0,1,随时入住,3年以上,需提前预约,中楼层,6,有,NULL,民水,商电,无,集中供暖
北京,朝阳,芍药居,芍药居5号院,23,整租,北,5000,季付价,1,0,1,随时入住,1年以内,需提前预约,低楼层,6,无,NULL,民水,民电,有,集中供暖
北京,朝阳,垡头,金蝉北里,50,整租,南,4400,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,海淀,学院路,中国农业大学,48,整租,南,5500,NULL,1,0,1,201981,NULL,需提前预约,高楼层,7,无,NULL,NULL,NULL,NULL,NULL
北京,朝阳,百子湾,大成国际,40,整租,北,6395,月付价,1,1,1,随时入住,3~12个月,随时可看,低楼层,21,NULL,NULL,NULL,NULL,NULL,NULL
北京,通州,马驹桥,合生世界村,85,整租,西,3500,季付价,2,1,1,随时入住,3年以上,需提前预约,中楼层,14,有,NULL,民水,民电,有,集中供暖
北京,朝阳,定福庄,美然动力A2区,48,整租,南,4800,季付价,1,0,1,随时入住,1年以内,需提前预约,中楼层,14,有,NULL,民水,民电,有,集中供暖
北京,大兴,天宫院南,众美MIMO公馆,57,整租,南,2000,季付价,NULL,NULL,NULL,随时入住,1年以内,需提前预约,高楼层,5,有,NULL,商水,商电,无,集中供暖
北京,通州,武夷花园,紫荆园,119,整租,南,3000,季付价,2,1,2,随时入住,1年以内,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,大兴,黄村中,兴政东里,56,整租,南,2900,NULL,2,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,昌平,鼓楼大街,清真寺胡同,53,整租,南,2900,季付价,2,1,1,随时入住,3年以内,需提前预约,低楼层,5,无,NULL,NULL,NULL,NULL,NULL
北京,朝阳,酒仙桥,晶都国际,53,整租,南,6100,季付价,1,0,1,2019815,3年以内,需提前预约,低楼层,21,有,NULL,民水,民电,无,自采暖
北京,朝阳,望京,南湖中园二区,60,整租,南,7623,月付价,1,1,1,随时入住,3~12个月,随时可看,中楼层,20,NULL,NULL,NULL,NULL,NULL,NULL
北京,丰台,赵公口,大红门东后街,56,整租,南,3800,季付价,3,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,NULL,民水,民电,无,集中供暖
北京,朝阳,东直门,新源西里中街,44,整租,南,7630,季付价,1,1,1,随时入住,1年,随时可看,低楼层,12,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,田村,兰德华庭,57,整租,南,5500,季付价,1,1,1,随时入住,3年以上,需提前预约,高楼层,13,有,NULL,民水,民电,有,集中供暖
北京,亦庄开发区,亦庄,贵园北里戊区,57,整租,南,3600,NULL,2,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,房山,良乡,西潞园一里,40,整租,南,1900,NULL,1,1,1,随时入住,NULL,需提前预约,中楼层,6,无,NULL,NULL,NULL,NULL,NULL
北京,丰台,七里庄,东大街西里,45,整租,南,4730,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,朝阳门外,三丰里小区,41,整租,南,7230,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,朝阳,潘家园,华威西里,54,整租,东,6390,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,西城,牛街,南线阁5号院,28,整租,南,5690,季付价,1,1,1,随时入住,1年,随时可看,中楼层,5,NULL,NULL,NULL,NULL,NULL,NULL
北京,顺义,顺义其它,东亚首航国际,38,整租,西,2800,NULL,NULL,NULL,NULL,随时入住,NULL,需提前预约,高楼层,9,有,NULL,商水,商电,无,集中供暖
北京,西城,马甸,新风南里,36,整租,北,5930,季付价,1,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,海淀,皂君庙,青年公寓,42,整租,北,5500,NULL,1,0,1,随时入住,NULL,需提前预约,中楼层,17,有,NULL,民水,民电,有,集中供暖
北京,海淀,定慧寺,恩济里小区,47,整租,南,6890,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,NULL,NULL,NULL,NULL,NULL,NULL
北京,石景山,苹果园,金顶街五区,99,整租,西,4500,NULL,2,1,1,随时入住,NULL,需提前预约,低楼层,24,有,NULL,民水,民电,有,集中供暖
北京,朝阳,定福庄,定福庄南里3号院,41,整租,南,3800,NULL,1,1,1,2019731,NULL,需提前预约,中楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,赵公口,大红门东后街,46,整租,南,3800,季付价,2,1,1,随时入住,3年以内,需提前预约,中楼层,6,无,NULL,民水,民电,无,集中供暖
北京,朝阳,垡头,垡头西里三区,62,整租,南,5000,NULL,2,1,1,随时入住,NULL,需提前预约,高楼层,6,无,NULL,民水,民电,有,集中供暖
北京,丰台,角门,马家堡67号院,53,整租,东,4300,NULL,1,1,1,随时入住,NULL,需提前预约,高楼层,18,有,NULL,民水,民电,有,集中供暖
